date,agua_ha
2014-02-20,0.6304598083496094
2014-03-08,2.2516417907714845
2014-03-24,0.090065673828125
2014-04-09,0.09006572265625
2014-04-25,1.0807878112792968
2014-05-27,0.09006572265625
2014-07-30,0.0
2014-08-15,0.0
2014-08-31,0.0
2014-10-02,0.27019693603515627
2014-11-03,0.09006572265625
2014-12-21,0.0
2015-01-22,0.7205255004882812
2015-04-12,0.5403941223144532
2015-07-17,0.0
2015-08-02,0.0
2015-08-18,0.0
2015-09-03,0.0
2015-09-19,0.0
2015-10-05,0.18013138427734374
2015-11-06,0.27019696044921876
2015-12-24,0.09006572265625
2016-01-09,0.9006569091796875
2016-01-25,0.18013141479492187
2016-03-13,0.0
2016-03-29,0.0
2016-04-14,0.8105912658691407
2016-06-01,0.0
2016-06-17,0.0
2016-07-03,0.5403939086914062
2016-07-19,0.09006563110351562
2016-08-20,0.0
2016-09-05,0.0
2016-10-07,0.5403941284179687
2016-10-23,0.3602626831054688
2016-11-08,0.0
2016-12-26,0.18013142700195311
2017-01-11,0.2701970153808594
2017-02-12,0.09006572265625
2017-02-28,0.09006572265625
2017-03-16,0.18013142700195311
2017-04-01,0.090065673828125
2017-04-17,0.5403939697265625
2017-05-03,0.0
2017-05-19,0.18013126220703124
2017-06-04,1.9814445678710937
2017-07-22,0.0
2017-08-07,0.27019694213867185
2017-09-24,0.2701970153808594
2017-11-27,4.143020922851562
2017-12-13,3.332429638671875
2018-03-03,0.09006572265625
2018-04-04,0.3602627868652344
2018-05-22,0.36026265258789064
2018-06-07,0.0
2018-07-09,0.0
2018-07-25,0.0
2018-08-26,0.0
2018-09-11,0.0
2018-10-13,0.0
2019-01-01,0.0
2019-01-17,0.0
2019-02-02,0.0
2019-02-18,0.0
2019-04-07,0.0
2019-05-09,0.4503284423828125
2019-05-25,1.26091953125
2019-06-10,0.3602627746582031
2019-07-12,0.0
2019-07-28,0.0
2019-08-13,0.09006572265625
2019-08-29,0.0
2019-09-30,0.6304595886230469
2019-11-17,0.6304599670410156
2019-12-03,0.0
2020-01-20,0.0
2020-02-05,0.0
2020-03-08,0.0
2020-03-24,0.0
2020-04-09,0.09006570434570313
2020-04-25,1.0807880432128907
2020-06-28,0.0
2020-07-14,0.0
2020-07-30,0.0
2020-08-31,0.0
2020-12-21,0.0
2021-01-06,1.2609195861816407
2021-01-22,1.1708541748046875
2021-02-07,0.0
2021-03-11,0.45032841186523437
2021-03-27,0.3602626831054688
2021-04-12,0.7205255187988281
2021-05-30,0.0
2021-07-17,0.0
2021-08-18,0.6304598327636719
2021-09-19,0.09006572265625
2021-11-06,0.0
2021-12-08,0.0
2021-12-24,0.18013142700195311
2022-01-09,0.09006572265625
2022-01-25,0.18013141479492187
2022-03-14,0.0
2022-03-30,1.2609195251464844
2022-04-15,0.0
2022-05-17,0.09006570434570313
2022-07-20,0.0
2022-08-05,0.2701970275878906
2022-08-21,1.80131357421875
2022-09-06,0.0
2022-09-22,0.27019713745117185
2022-10-24,5.133743249511719
2022-11-09,0.0
2022-11-25,0.0
2022-12-11,0.540393994140625
2023-01-12,0.45032838134765624
2023-03-01,0.09006566162109375
2023-03-17,2.4317730590820315
2023-04-02,1.350985125732422
2023-04-18,0.6304597229003907
2023-05-04,0.0
2023-05-20,0.0
2023-06-21,0.4503283935546875
2023-07-07,0.36026273193359376
2023-08-24,0.09006572265625
2023-09-09,0.0
2023-09-25,0.0
2023-10-11,2.882101281738281
2023-10-27,0.0
2024-03-03,0.09006572265625
2024-04-20,0.3602627990722656
2024-05-06,1.080787860107422
2024-05-22,0.0
2024-11-30,0.0
2024-12-16,0.09006570434570313
2025-01-01,0.0
