date,agua_ha
2014-01-15,2.0711320495605468
2014-01-31,2.2512304260253906
2014-02-16,0.7203936889648438
2014-04-21,0.27014760131835935
2014-08-27,1.62088603515625
2014-12-17,0.0
2015-01-18,0.0
2015-06-11,0.9004923095703125
2015-08-14,1.0805907775878907
2015-08-30,1.0805907775878907
2015-10-01,0.09004922485351563
2016-01-21,1.80098447265625
2016-03-25,1.5308368591308594
2016-04-26,0.8104430969238281
2016-05-28,0.0
2016-06-13,1.0805908081054687
2016-06-29,1.1706399780273438
2016-07-15,0.0
2016-10-03,0.9004922790527343
2017-01-23,0.7203938842773437
2017-02-24,0.9004923522949219
2017-04-13,0.8104431396484375
2017-04-29,0.6303446594238281
2017-06-16,0.6303446594238281
2017-07-18,0.0
2017-08-19,0.8104430969238281
2017-09-20,1.0805907775878907
2017-10-22,0.5402953857421875
2017-11-07,0.9004922790527343
2017-11-23,0.9905415222167969
2017-12-09,1.170639990234375
2018-01-10,1.2606892456054688
2018-02-27,1.0805907775878907
2018-03-31,0.9004923522949219
2018-06-03,0.8104430725097657
2018-07-21,0.0
2018-08-22,0.2701477233886719
2018-10-09,1.0805908203125
2018-12-12,0.0
2019-02-14,0.8104430969238281
2019-04-03,0.45024619140625
2019-04-19,0.9905415954589843
2019-05-05,0.4502461791992188
2019-05-21,0.5402954345703125
2019-06-06,0.8104431396484375
2019-07-08,0.6303446899414062
2019-07-24,0.3601969848632813
2019-09-26,0.0
2019-10-28,0.0
2019-11-29,0.0
2019-12-15,0.0
2020-03-04,0.0
2020-03-20,0.0
2020-04-21,0.0
2020-06-08,0.0
2020-06-24,5.008148589561315
2020-07-10,0.0
2020-09-28,0.0
2020-10-14,0.0
2020-10-30,0.0
2021-01-18,0.0
2021-02-03,0.0
2021-03-07,0.0
2021-03-23,0.0
2021-04-08,0.0
2021-05-10,0.0
2021-07-29,0.0
2021-08-14,0.0
2021-08-30,0.0
2021-11-02,0.0
2021-12-04,0.0
2022-01-05,0.0900492431640625
2022-02-06,0.180098486328125
2022-02-22,0.0
2022-03-26,0.0
2022-04-11,0.0
2022-05-13,0.0
2022-05-29,0.0
2022-06-30,0.0
2022-07-16,0.0
2022-10-20,0.0
2022-12-07,0.0
2023-01-24,0.0
2023-02-25,0.0
2023-04-30,0.180098486328125
2023-05-16,0.180098486328125
2023-07-03,0.0
2023-07-19,0.0
2023-08-04,0.180098486328125
2023-09-21,0.180098486328125
2023-11-08,0.18009849853515625
2024-01-11,0.0
2024-02-28,0.0
2024-03-31,0.0
2024-05-02,0.0
2024-06-03,0.0
2024-07-05,0.0
2024-08-06,0.0
2024-09-23,0.0900492431640625
2024-10-09,0.0
2024-10-25,0.0
2024-11-10,0.0
2024-11-26,0.0
