date,agua_ha
2014-01-15,263.35574851416504
2014-01-15,263.2840699993059
2014-05-07,167.11179284751745
2014-08-27,236.90555677748742
2014-08-27,237.10364288351624
2015-07-13,246.52238307495128
2015-07-13,246.56369545867335
2015-07-29,252.02007047164622
2015-07-29,251.90037348975093
2015-10-17,243.10588567765774
2015-11-02,252.76721983352965
2015-12-20,69.35685800309724
2016-03-09,238.19292429443365
2016-07-15,198.23005059383615
2016-07-15,198.24346987958123
2017-03-12,267.6804078492409
2017-04-29,194.12001291712144
2017-04-29,193.66981890467025
2017-06-16,103.63449522705078
2017-06-16,103.18430248413085
2017-07-02,61.58646543579101
2017-07-02,61.406388598632816
2017-08-03,76.53288588256837
2017-08-03,77.25319372558593
2017-08-19,46.459978814697266
2017-08-19,46.64005564575195
2017-09-20,179.8813249312098
2018-06-03,153.33577771606446
2018-06-03,153.69593151245118
2018-07-21,72.75127015991211
2018-07-21,72.75126980590821
2018-08-22,0.0
2018-08-22,0.0
2019-01-29,0.0
2019-03-02,0.0
2019-04-03,0.0
2019-04-19,0.0
2019-04-19,0.0
2019-05-21,2.250958563232422
2019-05-21,2.1609202087402344
2019-07-08,113.80882495727539
2019-07-08,113.89886435546875
2019-08-09,0.0
2019-08-09,0.0
2020-01-16,80.13444352416992
2020-05-07,0.0
2020-05-07,0.0
2020-05-23,0.0
2020-05-23,0.0
2020-06-08,0.0
2020-06-08,0.0
2020-07-10,209.90785077442843
2020-07-10,210.0695672052361
2021-02-03,0.0
2021-02-03,0.0
2021-02-19,0.0
2021-02-19,0.0
2021-04-08,0.0
2021-04-08,0.0
2021-04-24,0.0
2021-05-26,0.0
2021-05-26,0.0
2021-06-27,0.0
2021-10-17,145.5924780822754
2022-03-26,0.0
2022-03-26,0.0
2022-04-11,0.0
2022-04-11,0.0
2022-05-13,0.0
2022-05-13,0.09003906860351563
2022-05-29,0.0
2022-05-29,0.0
2022-06-30,0.0
2022-06-30,0.0
2022-08-01,0.0
2022-08-17,0.0
2022-08-17,0.0
2023-04-14,0.0
2023-04-30,0.0
2023-04-30,0.0
2023-06-17,0.0
2023-06-17,0.0
2023-07-03,0.0
2023-07-03,0.0
2023-07-19,0.0
2023-07-19,0.0
2023-09-05,0.0
2023-09-05,0.0
2023-09-21,0.0
2023-09-21,0.0
2023-10-23,0.0
2023-10-23,0.0
2023-11-08,0.0
2023-11-08,0.0
2024-03-31,0.0
2024-03-31,0.0
2024-05-02,3.2414008666992187
2024-05-02,3.3314398864746093
